x,y,z
265.52,653.51,803.13
622.26,588.06,617.39
710.61,637.87,528.23
400.16,880.2,146.05
674.25,161.1,420.4
820.47,545.38,899.46
434.9,377.43,227.66
555.86,618.27,491.44
524.86,984.43,542.94
193.24,280.03,539.86
27.72,603.84,19.48
686.43,39.83,607.52
441.89,333.31,607.29
68.74,635.03,647.58
411.67,162.52,849.47
225.94,633.69,991.31
332.82,202.68,408.23
713.63,577.09,386.66
548.58,384.95,224.31
267.04,654.99,86.33
197.59,566.75,498.17
43.88,978.24,318.98
864.86,490.61,91.4
134.14,429.93,592.93
568.1,769.25,186.32
345.53,585.59,370.37
658.87,990.55,51.52
404.52,724.48,444.43
674.66,786.38,275.84
135.02,588.75,731.17
237.96,62.21,889.36
92.85,627.35,412.33
57.14,979.75,806.02
867.25,379.56,870.42
16.01,808.67,936.69
777.96,824.73,308.14
129.09,876.87,951.13
127.6,855.9,720.17
763.11,101.77,643.16
995.36,415.64,775.35
111.49,549.79,102.3
435.8,689.46,791.85
656.1,926.4,579.22
459.49,281.14,711.86
617.91,524.42,330.24
349.27,221.17,990.45
670.38,915.41,509.33
142.27,31.82,18.98
932.11,239.37,403.21
323.0,272.56,355.29
598.87,165.91,457.43
503.31,855.14,849.51
235.91,489.26,881.45
875.19,349.75,156.65
587.54,826.75,600.78
828.66,335.88,108.42
868.31,208.31,735.48
301.27,518.12,459.15
158.62,738.5,253.95
32.04,944.0,63.37
207.95,612.7,478.7
712.71,485.4,339.65
100.22,63.47,587.32
606.36,394.93,387.58
138.93,14.32,98.6
549.61,891.43,425.63
563.25,459.35,100.41
630.36,522.33,923.79
453.06,949.86,849.84
156.63,223.74,538.14
314.98,916.12,43.63
503.31,400.66,775.65
780.45,433.59,306.08
878.25,333.78,138.89
250.53,908.04,222.11
90.96,250.32,453.28
629.6,931.66,494.56
697.48,25.57,79.25
336.24,128.65,301.05
750.29,270.07,700.65
989.53,565.83,877.94
947.02,957.68,445.78
270.1,123.44,130.81
295.7,112.61,343.16
167.86,628.72,187.05
405.09,142.22,196.79
52.16,713.15,76.96
403.37,615.22,149.47
622.04,166.03,334.17
317.69,188.16,846.73
974.03,477.39,907.42
431.9,202.58,951.88
270.07,605.34,210.94
819.92,508.59,117.01
243.76,143.09,418.86
495.76,789.03,483.45
972.43,483.04,10.06
34.32,165.97,804.22
356.02,987.52,903.29
582.48,710.65,179.18
146.59,349.55,483.98
574.75,410.22,539.63
866.4,900.45,51.39
375.62,623.02,836.22
834.43,812.6,16.79
400.27,18.38,485.6
0.28,463.61,601.46
141.55,501.61,831.01
899.12,81.37,130.09
134.02,173.23,290.94
151.92,550.53,248.0
733.05,927.75,283.29
434.05,779.37,175.62
603.45,150.22,487.84
448.78,133.44,280.19
149.35,754.02,387.22
321.98,312.16,732.78
718.95,374.89,276.56
54.96,345.07,919.69
758.06,681.37,939.01
633.57,407.9,429.49
520.63,826.44,109.62
55.54,502.67,367.86
793.37,665.45,429.9
309.47,94.78,279.08
132.7,318.71,266.37
611.27,221.09,56.78
957.62,697.99,787.24
497.36,580.25,46.28
797.96,554.27,12.83
340.06,145.51,126.45
664.52,672.15,851.21
481.2,375.49,94.98
72.85,79.75,26.07
811.73,610.88,278.6
964.71,742.75,354.48
287.77,875.17,504.2
210.49,752.52,801.28
700.78,57.14,605.77
859.76,546.15,899.31
741.35,842.33,785.73
74.91,779.22,193.8
932.94,113.09,406.79
357.38,913.19,262.48
848.32,892.6,699.27
987.97,672.6,507.07
36.86,940.74,674.67
707.37,590.95,877.54
579.94,548.85,297.94
785.09,189.64,896.64
432.3,108.2,938.29
609.14,733.68,123.09
486.98,272.28,386.24
504.65,534.73,253.17
328.31,901.29,73.53
63.89,721.71,40.6
694.87,635.92,352.0
104.29,98.32,410.06
325.33,171.27,358.82
720.12,276.93,244.58
396.83,608.74,541.41
642.35,679.81,224.4
23.23,34.78,751.93
492.69,379.54,63.01
215.79,340.32,112.46
216.36,469.08,828.57
277.08,853.43,546.42
715.46,209.36,57.75
841.6,834.23,201.12
422.11,758.44,464.71
967.69,713.36,764.24
574.34,337.02,796.16
644.79,698.77,165.87
628.36,680.3,890.56
87.06,842.84,662.73
840.93,686.81,266.15
987.77,699.17,685.83
27.49,725.0,86.09
14.02,959.16,724.13
605.98,260.67,813.11
241.46,515.38,823.3
156.64,298.66,284.77
75.17,332.28,35.23
634.18,843.32,579.93
571.44,392.09,853.88
799.78,865.37,857.47
811.98,743.32,129.65
207.52,313.12,338.51
487.94,260.78,959.88
458.21,255.62,756.46
697.25,615.24,925.29
807.46,614.99,45.41
136.15,309.47,275.11
398.84,316.42,940.45
690.84,760.34,951.92
429.86,151.63,486.25
675.22,220.51,193.81
558.33,26.67,544.46
245.5,282.78,991.76
81.85,588.15,601.72
671.15,379.73,528.99
38.87,340.48,977.79
873.87,992.57,89.94
738.75,576.38,994.51
747.72,165.46,560.47
509.69,483.29,901.59
25.96,184.17,725.4
430.03,452.44,671.94
541.27,832.71,661.44
830.22,889.76,400.89
329.21,501.42,782.64
527.94,940.9,666.45
320.58,737.59,163.04
718.35,947.45,208.79
429.02,627.77,725.03
161.01,70.37,751.94
151.2,961.75,342.24
729.25,268.86,677.04
99.46,452.09,948.0
44.95,179.84,701.82
153.99,351.03,264.08
105.23,504.81,908.99
472.16,667.84,185.82
795.93,336.87,981.65
924.24,739.54,576.13
952.39,839.79,953.94
922.45,197.48,227.94
901.14,283.91,255.97
322.74,256.66,959.84
659.42,388.25,930.57
196.4,113.77,700.41
678.99,389.65,347.13
261.46,820.3,557.91
210.27,18.23,867.25
975.26,850.95,301.96
35.36,543.48,595.68
664.84,3.53,174.64
433.3,471.32,94.18
742.43,614.16,758.73
683.28,294.62,318.21
996.57,168.98,579.15
934.25,258.59,723.9
168.91,157.01,358.8
371.82,958.89,495.98
645.17,577.69,472.14
384.78,192.13,510.1
69.68,435.69,600.12
199.2,562.63,94.42
579.12,36.45,178.99
52.16,171.53,396.94
433.27,645.82,773.81
249.91,690.32,681.1
407.44,582.76,314.52
484.38,962.39,130.88
487.86,781.16,988.77
952.44,66.61,91.76
483.9,860.02,12.29
673.11,977.26,126.39
409.95,813.22,574.0
970.98,786.33,478.12
44.31,218.54,646.79
988.49,428.65,536.89
463.31,191.72,195.38
68.55,446.03,790.77
795.54,983.39,476.41
921.96,772.75,512.83
861.11,795.13,935.3
423.47,724.11,706.72
349.05,426.3,771.52
515.4,876.01,138.99
315.51,915.6,884.62
215.01,962.32,433.69
504.11,781.1,296.13
549.16,967.86,707.18
772.5,415.74,332.59
593.55,157.55,586.27
43.75,244.89,551.8
236.97,311.84,10.27
355.15,179.67,585.14
871.27,389.77,779.25
702.97,47.28,911.11
717.01,961.38,63.08
120.88,202.95,867.14
310.19,792.92,115.44
772.93,879.69,913.61
434.89,552.13,773.65
374.0,614.69,80.15
674.48,192.87,129.1
599.51,387.58,764.59
806.19,175.74,436.35
470.46,474.8,945.51
107.69,190.42,672.19
587.45,911.9,0.23
949.45,70.19,166.88
622.02,153.12,867.43
313.78,69.17,373.5
115.31,954.0,647.06
138.87,454.67,895.4
172.91,190.24,551.23
791.48,267.18,333.56
612.11,954.33,85.11
109.9,228.25,97.52
107.54,666.08,247.85
28.24,822.07,797.32
674.14,15.52,231.36
664.19,405.46,427.63
439.53,876.74,685.55
341.41,287.75,927.44
429.43,129.83,41.56
658.84,535.67,619.86
242.85,276.77,530.32
753.42,108.86,874.0
38.44,308.85,64.47
440.31,792.59,556.69
640.45,290.11,868.47
841.11,153.57,469.43
216.7,399.17,300.7
211.18,992.97,313.27
885.32,494.71,296.27
260.01,134.8,531.85
428.03,565.25,761.24
653.71,937.54,227.83
995.6,407.87,484.65
127.55,230.41,417.4
143.76,220.72,740.39
64.23,35.69,897.44
711.28,179.94,520.11
17.77,916.54,240.09
44.6,90.2,750.86
321.72,984.28,116.76
116.73,77.24,380.16
876.87,223.41,837.65
511.2,266.25,321.15
949.69,979.05,478.92
972.78,718.9,21.93
411.11,134.7,867.24
711.9,531.88,974.7
870.08,851.4,53.34
288.56,868.82,731.68
998.66,305.35,772.1
916.51,605.34,975.31
830.35,828.75,774.55
841.62,950.75,945.55
777.65,223.91,552.25
90.96,716.92,14.69
997.81,598.83,173.02
222.26,770.77,227.02
311.63,360.7,280.53
556.35,245.8,879.99
236.21,880.35,847.86
400.8,638.64,257.61
53.79,10.65,92.82
931.87,217.5,529.82
695.61,381.94,225.7
396.77,205.45,820.45
107.33,809.49,642.07
655.34,842.81,117.49
434.52,530.06,34.8
305.21,624.16,351.11
986.0,492.4,832.64
987.8,126.1,66.43
975.84,18.19,737.28
504.71,611.81,395.01
740.69,985.84,594.33
216.82,336.9,401.8
481.7,293.19,669.48
236.77,243.07,478.75
628.38,686.64,991.71
3.0,127.97,983.44
658.0,501.92,298.23
880.29,916.81,772.11
957.72,156.54,130.45
465.65,986.68,443.22
700.95,51.44,929.31
138.93,391.31,118.29
969.82,919.75,40.96
7.83,510.08,925.27
463.17,892.88,963.01
884.87,594.49,170.41
684.77,868.05,851.15
980.46,398.83,298.24
441.22,284.2,604.36
943.68,620.69,597.09
404.92,398.8,668.82
426.62,946.42,368.78
740.65,755.22,746.25
965.54,978.05,745.63
615.06,820.41,219.27
153.89,194.95,729.46
681.26,680.18,808.74
919.0,101.85,204.78
468.21,133.78,76.16
412.94,622.47,999.01
373.01,806.83,556.97
72.29,858.95,81.81
325.39,59.74,933.75
906.39,941.19,167.75
660.5,162.89,651.68
255.83,744.25,684.97
82.25,272.62,942.84
19.47,410.87,729.43
872.65,628.13,601.01
808.85,169.95,683.12
532.5,644.41,862.77
147.68,16.14,494.15
840.5,885.53,871.47
739.08,986.23,704.09
723.14,17.46,371.37
341.15,848.73,385.2
677.48,745.27,997.8
585.56,80.92,695.65
182.27,230.91,749.93
629.9,907.9,41.38
967.55,724.87,8.51
258.53,56.95,345.1
672.36,215.2,21.8
685.94,563.58,889.96
83.28,483.97,729.66
435.0,866.64,694.15
496.68,565.9,337.97
584.43,263.1,870.18
496.0,812.28,69.58
259.51,632.65,227.34
109.7,304.88,349.57
185.54,10.76,794.15
873.07,429.1,767.58
814.68,85.61,132.64
757.05,732.0,934.84
608.21,539.91,301.02
538.92,145.04,269.2
335.56,748.77,25.9
783.57,782.18,425.94
357.5,423.16,613.29
428.26,193.9,535.47
638.34,374.99,825.73
97.83,724.01,721.41
646.55,432.62,808.31
722.88,881.33,549.14
969.65,752.53,480.51
795.53,197.74,191.47
71.59,622.08,73.07
134.6,747.72,846.38
445.03,22.44,89.63
921.49,651.84,441.22
175.24,256.86,941.39
97.13,276.06,641.15
254.07,179.13,386.18
22.47,504.01,507.81
325.48,277.3,362.75
691.78,663.06,159.09
938.89,149.4,981.16
738.85,324.47,274.74
125.92,450.14,232.19
499.32,997.03,70.56
109.9,156.11,932.59
882.56,847.23,953.29
964.35,727.25,633.65
247.96,320.73,716.03
413.02,438.04,377.31
490.0,365.25,45.99
636.91,903.12,829.07
580.75,822.39,405.54
265.53,372.88,389.15
824.88,983.48,325.94
671.26,666.95,738.62
809.02,977.97,532.04
425.12,362.65,718.31
968.96,322.46,200.71
468.17,185.67,961.2
461.15,674.72,749.09
204.12,538.41,234.8
354.37,860.5,39.56
561.48,221.28,143.03
111.28,689.25,756.77
921.49,4.77,968.07
647.94,889.21,284.35
72.81,477.47,594.95
137.15,397.39,597.06
38.82,884.81,833.78
489.04,969.28,935.92
584.21,9.6,322.49
644.69,337.35,650.94
353.08,285.67,874.99
531.52,935.96,271.77
425.2,984.89,407.98
391.06,495.18,359.7
252.15,546.88,266.05
771.0,503.99,88.3
449.08,419.51,12.84
54.78,660.54,621.54
372.78,324.95,388.39
593.12,764.42,486.72
139.61,305.02,362.55
787.24,320.26,628.94
740.53,635.15,239.73
492.44,858.13,135.06
774.1,410.31,108.69
372.8,404.22,762.49
709.62,502.39,778.03
826.89,510.55,193.11
47.37,447.52,52.53
782.48,214.41,812.48
711.72,990.81,693.85
293.13,866.52,336.62
236.98,979.86,531.83
191.27,988.46,657.31
8.53,643.78,667.88
832.52,631.68,899.34
607.61,942.14,788.25
22.24,383.01,46.27
92.61,733.58,488.52
988.66,338.77,5.31
661.34,387.22,666.9
723.09,563.28,376.27
204.01,961.05,753.27
399.75,707.45,705.28
166.36,488.89,469.62
265.53,664.29,610.47
383.14,124.15,93.52
822.56,359.07,692.89
174.77,901.64,3.88
390.7,966.42,593.96
765.21,741.43,790.37
508.21,141.0,247.43
806.95,431.98,772.08
826.53,657.51,662.0
799.72,870.82,26.69
888.38,107.98,103.89
82.94,925.22,348.82
68.77,636.48,377.95
288.44,976.7,65.89
852.48,169.05,361.7
192.89,930.97,916.97
497.24,580.9,301.36
204.91,387.12,174.13
769.56,173.74,77.84
489.78,717.74,992.01
563.45,946.74,273.38
332.74,813.08,916.22
374.31,643.89,629.59
717.38,158.1,603.57
66.76,246.75,352.15
983.45,802.09,62.62
182.74,175.64,537.44
260.17,35.07,247.91
306.51,415.16,205.64
390.74,557.16,961.42
802.82,798.89,540.59
221.74,834.61,132.37
331.04,675.51,262.53
363.6,260.84,794.61
331.98,549.42,454.61
557.73,110.93,793.24
777.24,968.76,977.54
340.37,128.98,916.88
495.24,95.48,469.11
397.98,165.63,117.39
23.58,676.64,667.28
45.89,947.92,102.44
503.53,462.33,101.77
823.32,422.28,910.48
68.91,867.89,780.71
852.42,398.75,994.35
985.61,955.68,85.62
93.8,887.77,750.05
614.7,282.49,989.86
767.67,370.48,888.4
840.88,151.03,883.92
134.64,714.06,970.11
350.65,53.74,322.48
244.81,298.35,607.17
386.91,629.39,168.15
407.26,421.42,409.03
501.93,527.44,769.87
802.04,688.28,409.68
745.51,419.53,720.82
73.8,421.01,906.81
971.11,628.15,423.72
184.03,358.77,368.96
540.58,847.35,652.56
539.19,741.18,103.31
831.99,863.77,492.3
803.33,197.49,715.73
741.61,878.76,451.08
407.32,329.34,410.14
548.85,123.12,998.95
127.69,403.88,115.36
862.34,853.68,208.11
511.72,122.41,460.33
472.36,303.27,738.16
612.69,664.77,53.64
875.18,652.69,257.21
708.06,757.88,677.05
104.22,432.58,965.97
870.45,485.63,915.76
874.17,694.22,145.48
139.77,764.35,990.74
998.19,849.29,471.23
390.53,210.91,670.31
881.37,133.35,883.59
2.17,646.31,969.79
786.07,212.51,528.01
581.03,373.54,707.19
407.46,155.26,693.37
899.72,846.67,783.08
382.36,106.58,698.91
815.53,567.04,295.68
678.8,778.71,434.47
330.55,567.25,335.35
146.24,726.69,804.79
335.2,644.78,945.04
145.36,303.54,805.56
414.29,99.84,560.25
811.3,64.39,593.57
691.77,127.09,565.84
762.09,353.87,288.94
534.55,203.16,482.9
183.09,219.15,811.24
220.68,355.0,349.6
122.57,104.99,812.0
927.26,937.7,869.75
480.35,674.31,641.18
204.41,856.11,270.68
757.95,903.8,764.17
545.81,838.84,909.79
321.39,789.93,848.28
560.4,127.95,902.4
78.55,212.5,340.66
303.87,980.28,557.49
720.89,135.73,183.9
424.38,70.74,499.63
645.12,401.88,495.8
175.01,308.61,193.0
569.19,963.5,1.64
550.14,703.05,227.84
390.23,34.96,98.99
190.99,482.2,437.45
760.48,559.13,577.32
564.08,442.35,898.06
59.03,498.1,185.14
167.72,38.43,862.54
557.34,304.4,83.0
401.12,78.67,3.47
807.36,682.67,947.42
991.22,974.96,649.05
992.17,210.97,100.53
181.76,757.07,764.88
709.51,278.37,574.18
507.1,745.57,322.32
440.41,840.8,302.93
92.15,219.3,550.44
34.59,679.17,744.78
507.25,644.7,334.62
161.47,478.59,148.02
586.77,545.09,602.16
454.08,405.51,328.12
95.55,689.11,4.11
159.83,612.27,409.15
484.59,332.05,684.7
603.14,918.13,950.89
88.81,941.69,674.74
949.36,670.26,166.72
266.96,904.53,161.59
938.35,298.0,814.67
120.69,645.23,701.69
999.66,20.94,684.67
79.13,864.38,93.82
31.48,634.22,417.22
478.73,792.24,566.85
760.82,349.78,288.85
629.44,505.91,886.19
757.94,969.39,733.08
342.64,693.0,470.86
336.94,443.15,105.3
627.76,848.75,615.3
321.41,501.15,18.04
743.57,879.45,400.3
857.05,702.99,205.26
912.71,922.99,302.91
669.58,825.34,901.29
622.58,792.11,905.83
629.13,519.55,660.85
547.21,384.16,362.74
873.38,643.78,21.9
717.37,220.82,923.98
639.89,130.76,960.14
348.09,640.64,824.27
418.14,797.01,962.87
240.43,769.02,245.73
442.82,558.89,69.14
786.39,615.31,118.78
517.39,845.09,155.26
81.94,319.28,2.7
60.67,301.91,750.7
573.2,43.91,938.47
172.05,164.33,466.0
0.45,44.17,628.47
172.4,217.99,774.22
394.49,683.34,327.65
14.02,176.94,798.05
914.19,667.5,842.44
377.17,600.01,322.65
37.22,624.27,116.52
867.13,545.24,425.96
115.9,439.08,280.66
100.1,961.49,436.42
401.25,197.24,931.91
528.97,885.95,602.56
255.92,526.01,438.79
217.6,804.03,920.93
866.52,188.91,91.88
563.0,738.17,242.72
636.61,724.87,856.97
524.58,322.55,622.42
614.63,883.78,255.47
436.46,913.07,71.08
620.22,431.83,419.07
654.81,227.62,287.48
506.66,116.78,916.3
879.78,167.44,732.82
142.37,772.29,197.03
338.57,14.9,159.48
552.91,445.44,144.37
676.4,197.01,385.8
355.57,549.04,923.51
862.58,898.41,578.69
621.71,419.5,575.91
877.03,559.47,185.04
451.99,859.83,634.74
603.28,175.28,215.18
49.15,897.22,315.27
144.37,643.56,406.57
534.36,382.98,987.35
36.73,469.77,164.6
608.24,67.78,55.93
103.67,174.61,979.22
675.59,223.08,305.09
635.04,254.63,654.54
224.66,129.94,826.97
182.41,483.79,511.9
602.7,761.15,685.37
58.22,280.26,408.76
455.28,397.53,161.32
837.14,371.21,139.31
379.31,425.75,523.47
966.99,718.47,789.82
559.94,864.65,635.39
188.6,97.99,448.43
405.62,826.6,575.34
803.03,108.66,8.05
940.81,483.02,440.77
339.22,159.85,42.83
999.91,79.83,627.71
734.33,317.75,0.16
828.87,409.59,914.24
522.57,817.85,348.45
997.67,370.67,191.59
179.32,186.23,571.92
975.3,612.09,436.32
315.14,94.09,643.71
400.72,422.99,370.39
4.07,429.24,941.55
83.35,636.14,623.98
779.12,820.87,486.63
782.03,433.64,387.16
18.47,580.63,230.84
641.65,948.65,501.89
42.53,814.36,169.02
920.18,420.41,634.1
273.34,571.32,601.19
382.8,929.59,351.54
266.08,45.31,552.81
458.04,255.9,333.96
802.65,964.42,322.65
465.29,257.32,545.11
14.84,398.14,115.7
50.18,14.47,759.87
738.16,421.88,812.39
763.54,42.35,566.68
952.04,411.1,958.59
235.95,43.71,697.28
594.19,274.5,790.71
363.24,176.39,935.13
883.19,522.56,680.56
481.58,456.16,392.58
700.54,976.41,225.63
798.87,177.7,80.17
603.35,442.5,990.86
934.73,809.16,378.12
680.19,95.31,43.27
622.44,918.62,424.91
835.25,682.53,688.23
80.53,900.44,175.24
191.33,977.08,380.47
915.8,284.53,758.3
336.03,23.74,550.91
210.44,951.74,333.98
175.94,359.08,318.61
503.24,501.22,714.52
49.89,289.95,723.99
551.8,612.12,682.6
940.43,153.16,831.4
744.97,96.34,827.65
198.68,234.98,788.98
513.86,559.07,455.57
954.24,979.78,386.58
373.79,690.01,396.19
216.18,437.75,339.24
113.88,632.39,120.31
273.59,50.31,396.58
662.77,712.32,868.52
724.75,196.36,438.8
677.16,238.18,874.81
580.09,833.09,415.21
378.16,698.2,570.62
782.19,422.61,528.63
458.98,837.55,417.43
205.6,953.61,811.78
158.22,282.17,124.72
736.83,270.75,369.54
110.65,200.28,859.19
238.76,716.8,11.14
467.74,113.68,257.56
516.21,719.6,406.33
185.9,745.63,631.83
776.15,937.5,33.96
117.91,375.49,636.56
924.04,96.07,261.48
935.29,124.03,517.46
602.9,75.99,305.01
501.16,426.47,953.2
484.18,199.24,328.98
228.63,57.8,19.03
639.47,360.33,791.09
11.04,930.34,285.07
734.58,60.84,394.99
237.68,865.6,363.51
331.59,955.41,175.16
648.34,769.87,73.39
72.15,728.2,971.7
443.12,560.05,181.2
56.37,547.79,102.98
739.15,976.81,926.2
340.21,832.37,131.83
153.73,379.91,152.17
899.52,453.52,953.61
844.8,646.32,650.34
891.93,448.26,707.36
883.32,103.14,511.76
633.46,800.37,346.59
693.63,959.35,733.79
46.02,44.98,322.18
888.35,459.75,535.79
359.2,201.38,829.12
786.52,28.75,33.67
279.95,640.26,365.75
379.24,608.77,806.85
8.85,177.0,746.92
58.44,814.43,47.08
397.38,603.67,15.46
73.69,563.97,637.83
612.36,550.06,103.19
488.75,79.31,862.37
289.78,637.06,876.91
827.67,772.55,657.54
485.92,922.57,652.73
741.43,971.57,728.7
130.77,767.56,952.48
501.35,112.0,454.26
529.83,997.28,274.03
589.29,508.44,540.61
736.37,431.79,466.27
115.27,639.2,162.9
906.4,214.11,810.17
986.86,359.81,411.22
119.34,975.63,363.09
857.78,4.44,157.6
760.71,211.39,713.23
232.55,334.38,617.73
6.97,436.14,439.96
246.73,354.77,494.0
724.36,574.61,172.48
36.62,940.05,402.28
897.31,939.71,583.68
626.74,29.39,588.9
950.36,445.76,803.2
665.79,433.97,392.78
285.09,675.23,328.24
527.07,182.24,327.03
410.08,505.45,354.8
939.15,938.27,447.44
418.21,909.69,926.6
91.21,981.09,821.62
335.2,413.68,318.67
419.58,531.02,15.69
186.48,229.09,693.79
855.95,877.25,340.77
469.15,599.66,167.56
664.86,185.04,49.57
984.28,519.28,871.47
979.15,703.57,934.11
869.55,199.24,613.33
123.19,659.58,179.97
607.15,458.58,939.38
623.68,757.46,111.04
777.5,602.03,106.94
490.08,396.18,842.51
292.53,797.92,428.2
560.43,502.78,3.43
617.53,645.01,938.74
68.81,400.04,26.82
744.61,742.62,463.57
138.97,532.4,91.05
649.07,941.33,460.07
247.45,139.47,812.78
533.61,892.88,321.28
668.35,921.15,390.34
562.35,498.19,262.26
213.63,746.91,703.05
57.06,33.02,758.03
292.54,199.53,329.78
774.38,119.64,907.41
980.24,651.76,932.42
615.91,298.41,189.08
780.82,309.67,491.24
380.51,223.98,213.26
280.07,490.84,8.92
84.17,943.87,184.3
40.06,753.99,117.19
465.37,686.64,132.36
66.64,226.08,680.34
996.28,240.01,313.9
413.9,115.69,67.0
628.5,138.24,788.47
742.14,762.13,438.49
958.29,784.65,584.56
569.93,285.21,456.03
872.14,52.03,634.34
473.21,381.72,995.9
986.3,791.9,167.74
724.64,372.25,607.44
530.47,973.06,626.46
869.89,477.08,812.78
42.32,771.16,63.23
928.97,558.57,537.63
802.27,589.21,558.92
574.99,503.29,391.2
580.08,368.67,487.99
526.37,159.84,676.27
284.16,277.53,853.91
752.25,460.96,218.55
615.8,436.66,400.38
793.61,660.95,420.66
240.54,156.37,213.22
928.3,796.83,565.3
169.18,80.53,314.02
800.74,161.52,742.71
133.09,552.82,920.15
890.58,706.11,781.23
751.64,560.45,4.56
897.53,537.18,623.18
199.51,927.08,725.97
576.14,158.84,835.04
695.5,113.09,496.64
966.61,991.13,420.01
605.6,884.86,442.71
734.41,906.03,914.95
727.2,71.71,492.99
14.71,824.65,262.26
583.52,460.52,877.87
610.34,617.56,932.96
700.55,788.95,946.49
271.52,681.07,653.87
928.92,546.87,962.16
45.54,33.96,634.99
453.25,910.66,881.04
497.54,646.65,556.43
756.96,296.97,94.21
52.83,64.0,956.87
480.24,294.52,743.6
854.32,573.05,577.78
70.57,263.02,468.15
314.98,689.58,446.13
111.27,183.86,146.09
232.52,361.63,852.73
742.62,425.39,656.04
337.11,148.23,878.31
89.65,62.96,882.93
147.94,568.84,695.97
724.75,509.99,85.12
460.01,242.56,698.5
441.24,659.65,725.19
688.8,468.69,455.55
887.45,165.62,28.25
296.45,641.04,244.04
363.44,220.41,346.0
722.34,841.13,221.07
169.16,435.22,101.45
444.92,930.73,169.07
470.21,767.37,586.12
930.14,578.2,778.23
136.66,110.24,593.5
882.79,864.57,880.57
571.88,911.63,940.1
291.65,341.36,489.36
662.29,710.55,101.53
611.42,729.91,341.29
461.05,822.79,997.95
703.69,886.1,646.96
440.85,434.38,457.77
168.07,835.02,380.11
550.33,0.52,495.55
447.19,699.74,236.72
764.13,300.33,821.6
995.87,138.16,898.85
184.25,730.4,694.29
852.33,888.56,772.67
467.39,418.87,790.54
618.0,862.98,378.26
305.66,981.58,690.4
623.72,345.94,803.77
916.14,640.87,755.61
850.46,658.12,77.84
230.75,215.16,988.88
369.3,502.02,384.15
744.8,402.07,293.76
969.11,531.22,731.79
621.2,304.71,54.78
814.42,893.57,132.64
345.66,587.73,175.75
336.6,705.82,805.8
609.22,878.33,229.99
232.63,940.12,191.88
258.32,628.82,922.5
530.64,794.42,345.93
809.81,643.62,640.1
115.84,753.29,302.37
704.61,310.81,582.48
717.03,965.14,549.97
540.64,155.59,976.92
164.36,261.11,789.04
710.99,322.72,813.89
726.37,167.82,887.36
525.24,657.36,202.94
450.6,771.69,992.99
831.44,422.77,320.18
146.98,141.65,533.7
669.58,658.93,838.74
598.02,655.58,405.26
121.56,290.15,572.9
454.86,332.38,47.72
408.73,71.09,918.54
813.82,32.37,630.16
931.92,75.12,137.01
266.91,762.28,989.27
6.03,976.31,863.79
863.86,319.44,603.36
606.61,285.23,715.16
620.29,671.27,190.55
98.06,614.24,352.42
483.01,576.95,448.86
94.61,107.05,611.17
42.17,667.98,683.83
458.64,190.57,426.18
598.25,300.22,920.54
972.18,277.69,859.69
666.39,952.49,647.57
640.38,478.72,803.38
796.5,300.74,827.88
87.21,476.65,888.79
35.34,775.07,960.76
164.93,315.29,531.79
248.77,242.29,936.0
622.33,808.64,840.64
154.46,370.53,133.23
409.71,90.28,48.74
481.25,94.14,810.07
619.65,729.76,734.97
341.34,674.79,813.35
474.54,303.36,439.72
810.74,269.68,579.24
32.3,503.52,775.1
466.34,910.55,913.47
320.18,362.69,685.49
876.93,446.38,79.08
143.84,890.35,494.63
891.28,286.54,555.33
551.41,362.53,181.62
928.48,147.94,640.72
151.63,398.14,156.57
78.68,355.28,79.65
672.38,880.85,94.31
404.09,176.24,278.66
684.31,951.05,111.89
721.0,199.42,804.73
962.6,156.94,664.08
672.14,764.07,631.36
591.61,687.65,849.76
829.84,972.68,958.76
147.57,330.18,571.16
808.22,971.78,935.7
968.77,872.48,939.24
742.9,594.54,434.88
481.84,472.91,100.14
181.75,675.52,229.68
787.74,780.69,719.97
321.03,954.99,770.5
490.87,37.76,323.46
141.9,619.62,722.97
912.45,823.03,466.8
655.54,167.85,902.07
999.57,685.85,894.46
664.22,407.45,780.95
232.87,883.57,659.33
581.2,50.79,406.4
415.12,236.51,255.97
134.65,641.22,436.78
873.42,380.4,836.12
444.16,522.02,844.2
78.66,453.7,535.92
506.89,701.26,185.98
492.23,911.52,896.75
951.09,794.5,128.74
848.55,174.39,450.15
559.41,755.97,264.23
540.91,473.62,864.56
205.74,308.82,143.01
552.38,2.78,35.17
290.42,676.95,429.5
564.8,332.64,876.69
87.37,159.91,61.84
93.26,754.93,858.03
794.92,415.24,669.89
550.73,968.41,978.23
440.72,898.99,729.44
271.43,584.76,638.66
132.78,492.05,299.99
504.48,168.0,148.86
800.62,630.03,905.53
467.11,382.03,164.01
646.18,801.31,150.94
25.02,873.39,407.25
946.63,756.16,876.93
704.35,948.62,935.69
894.19,108.04,100.76
546.55,725.26,386.4
346.23,375.5,692.72
802.94,598.62,703.64
899.75,490.48,418.88
197.77,268.75,694.42
532.36,465.75,379.37
532.45,577.85,405.24
32.61,399.28,949.16
929.62,948.54,400.93
853.5,68.06,981.36
281.25,372.05,419.54
94.32,774.68,663.78
389.18,994.06,764.18
657.94,305.2,672.09
917.08,130.67,213.77
463.28,72.33,902.44
793.62,140.9,558.35
882.54,134.1,604.33
405.68,857.42,196.88
760.81,396.35,51.69
246.04,501.41,125.48
